node,utility_avg,welfare_others
0,0.000000,40.110431
1,1.321210,38.789222
10,0.000000,40.110431
11,7.895287,32.215145
12,0.000000,40.110431
13,0.000000,40.110431
14,0.000000,40.110431
15,0.000000,40.110431
16,0.000000,40.110431
17,3.893929,36.216502
18,13.628752,26.481680
19,1.480366,38.630065
2,0.000000,40.110431
3,0.000000,40.110431
4,11.890888,28.219543
5,0.000000,40.110431
6,0.000000,40.110431
7,0.000000,40.110431
8,0.000000,40.110431
9,0.000000,40.110431
